HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,GroupNumber,GroupSize,Deck,Side
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,2457,1,G,P
Earth,False,TRAPPIST-1e,21.0,False,31.0,93.0,578.0,0.0,0.0,True,2458,1,F,P
Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,True,2460,1,G,P
,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,False,2461,1,G,S
Earth,True,PSO J318.5-22,15.0,,0.0,0.0,0.0,0.0,0.0,False,2462,1,G,S
Earth,False,TRAPPIST-1e,48.0,False,58.0,0.0,12.0,,0.0,False,2463,1,E,S
Earth,False,TRAPPIST-1e,42.0,False,,1.0,61.0,897.0,0.0,False,2466,1,F,S
Mars,False,TRAPPIST-1e,42.0,False,999.0,0.0,49.0,0.0,11.0,False,2467,1,D,S
Earth,False,TRAPPIST-1e,23.0,False,139.0,0.0,0.0,567.0,0.0,False,2470,2,G,S
Earth,False,TRAPPIST-1e,26.0,False,0.0,,0.0,543.0,,False,2470,2,G,S
Earth,False,TRAPPIST-1e,45.0,False,0.0,0.0,450.0,94.0,364.0,False,2471,1,G,P
Earth,False,TRAPPIST-1e,30.0,False,756.0,4.0,30.0,0.0,0.0,False,2472,1,E,S
Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,,0.0,0.0,True,2474,1,F,S
Europa,False,TRAPPIST-1e,,False,0.0,27.0,0.0,3573.0,3643.0,False,2475,1,C,P
Earth,False,TRAPPIST-1e,35.0,,0.0,0.0,1.0,0.0,1264.0,False,2476,1,F,P
Europa,True,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,True,2477,2,C,P
Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,2477,2,C,P
Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,False,2478,1,G,P
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,2479,1,,
Earth,False,55 Cancri e,41.0,False,682.0,0.0,0.0,0.0,17.0,False,2480,1,F,S
Earth,False,55 Cancri e,35.0,False,2594.0,195.0,0.0,0.0,0.0,False,2483,1,F,S
Earth,False,TRAPPIST-1e,26.0,False,552.0,192.0,30.0,0.0,1.0,False,2486,2,F,P
Earth,False,TRAPPIST-1e,17.0,False,584.0,738.0,54.0,0.0,621.0,False,2486,2,F,P
Mars,False,TRAPPIST-1e,69.0,False,4483.0,0.0,525.0,0.0,500.0,False,2488,1,D,S
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2489,1,B,P
Earth,False,PSO J318.5-22,25.0,False,2.0,2762.0,552.0,0.0,1391.0,False,2491,1,G,S
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2492,1,F,S
Earth,False,TRAPPIST-1e,25.0,False,64.0,0.0,0.0,660.0,0.0,False,2496,1,F,S
Earth,False,55 Cancri e,36.0,False,0.0,0.0,0.0,33.0,619.0,False,2497,1,,
Earth,False,TRAPPIST-1e,14.0,False,148.0,0.0,34.0,808.0,0.0,False,2498,1,E,S
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2499,1,C,S
Earth,False,TRAPPIST-1e,22.0,False,272.0,44.0,0.0,1064.0,418.0,False,2500,1,G,S
Earth,False,TRAPPIST-1e,24.0,False,873.0,12.0,1.0,0.0,3.0,False,2502,1,G,S
Mars,False,TRAPPIST-1e,,False,311.0,0.0,745.0,232.0,0.0,False,2503,2,F,P
Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,2503,2,F,P
,False,TRAPPIST-1e,19.0,False,0.0,13.0,291.0,481.0,2.0,False,2505,2,E,P
Earth,False,TRAPPIST-1e,19.0,False,0.0,5.0,4.0,541.0,238.0,False,2505,2,E,P
,False,55 Cancri e,38.0,False,0.0,2506.0,46.0,11001.0,5.0,False,2506,3,A,P
Europa,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,2506,3,A,P
Europa,False,55 Cancri e,23.0,False,36.0,2467.0,0.0,381.0,803.0,False,2506,3,A,P
Europa,True,55 Cancri e,57.0,False,0.0,,0.0,0.0,0.0,True,2508,2,D,S
Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,2508,2,D,S
Earth,False,TRAPPIST-1e,43.0,False,0.0,9.0,1145.0,0.0,0.0,False,2509,1,F,S
Mars,False,TRAPPIST-1e,28.0,False,34.0,0.0,1342.0,91.0,0.0,True,2510,1,F,P
Europa,False,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,False,2512,2,C,S
Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,2512,2,C,S
Earth,False,TRAPPIST-1e,28.0,False,0.0,55.0,0.0,656.0,0.0,False,2513,1,,
Europa,False,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,False,2515,2,B,S
Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,2515,2,B,S
Earth,False,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,False,2516,1,G,P
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,2518,2,C,P
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,2518,2,C,P
Earth,False,TRAPPIST-1e,24.0,False,172.0,775.0,344.0,0.0,0.0,True,2519,1,F,S
Europa,False,TRAPPIST-1e,59.0,False,0.0,5407.0,0.0,285.0,1135.0,False,2520,1,C,P
Mars,True,TRAPPIST-1e,43.0,,0.0,0.0,0.0,0.0,0.0,False,2521,1,E,P
Mars,True,TRAPPIST-1e,20.0,,0.0,0.0,0.0,0.0,0.0,True,2522,1,F,P
Europa,True,55 Cancri e,23.0,False,0.0,0.0,,0.0,0.0,True,2523,1,B,P
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,,0.0,True,2524,1,D,P
Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,2526,1,B,P
Earth,True,PSO J318.5-22,38.0,,0.0,0.0,0.0,0.0,0.0,True,2527,1,G,S
Mars,False,TRAPPIST-1e,48.0,False,639.0,412.0,110.0,0.0,0.0,True,2528,1,F,S
Mars,False,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,False,2530,1,F,S
Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True,2531,1,G,P
Mars,False,TRAPPIST-1e,24.0,False,737.0,37.0,1682.0,0.0,0.0,False,2532,2,F,S
Mars,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,True,2532,2,F,S
Europa,False,55 Cancri e,20.0,False,0.0,646.0,0.0,,1425.0,False,2534,2,B,P
Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,2534,2,B,P
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,2535,1,G,P
Earth,False,PSO J318.5-22,23.0,False,0.0,9.0,292.0,35.0,349.0,True,2537,1,E,P
Mars,False,TRAPPIST-1e,24.0,False,345.0,0.0,451.0,0.0,582.0,False,2540,1,E,S
Europa,False,,44.0,False,0.0,1482.0,127.0,1555.0,1257.0,False,2541,1,B,P
Mars,False,TRAPPIST-1e,29.0,False,834.0,0.0,28.0,117.0,41.0,False,2542,1,E,P
Europa,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,2544,2,B,S
Europa,False,TRAPPIST-1e,42.0,False,41.0,1912.0,0.0,1899.0,43.0,False,2544,2,B,S
Earth,True,55 Cancri e,78.0,False,0.0,0.0,0.0,0.0,0.0,False,2545,1,G,P
Earth,False,TRAPPIST-1e,36.0,False,548.0,179.0,24.0,0.0,77.0,False,2546,1,F,S
Europa,False,55 Cancri e,37.0,False,0.0,100.0,0.0,1402.0,1462.0,False,2547,2,,
Europa,False,55 Cancri e,41.0,False,0.0,12809.0,2.0,2835.0,1514.0,True,2547,2,A,P
Earth,False,TRAPPIST-1e,18.0,False,852.0,48.0,0.0,7.0,0.0,False,2548,1,G,S
Mars,False,TRAPPIST-1e,62.0,False,1663.0,0.0,23.0,2.0,12.0,False,2549,3,F,P
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2549,3,F,P
Mars,False,TRAPPIST-1e,55.0,False,1281.0,0.0,7.0,1.0,0.0,False,2549,3,F,P
Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,2550,1,G,P
Earth,False,TRAPPIST-1e,32.0,False,238.0,156.0,3.0,2.0,324.0,False,2551,1,F,P
Earth,False,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,True,2552,3,F,S
Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,,True,2552,3,G,S
Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,2552,3,G,S
Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,2553,1,D,S
Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2555,2,B,P
Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,2555,2,B,P
Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,2557,1,C,S
Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,2558,4,F,P
Mars,,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,2558,4,F,P
Mars,False,TRAPPIST-1e,55.0,False,403.0,0.0,922.0,0.0,0.0,True,2558,4,F,P
Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2558,4,F,P
Europa,False,TRAPPIST-1e,51.0,False,0.0,1949.0,0.0,2549.0,39.0,False,2559,1,,
Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2560,3,G,P
Earth,False,TRAPPIST-1e,21.0,False,882.0,0.0,0.0,,0.0,False,2560,3,G,P
Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,2560,3,G,P
Earth,False,TRAPPIST-1e,19.0,False,194.0,44.0,0.0,549.0,1.0,False,2561,1,E,S
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2562,2,F,P
Mars,False,TRAPPIST-1e,20.0,False,2502.0,0.0,96.0,0.0,0.0,False,2562,2,F,P
Europa,False,TRAPPIST-1e,42.0,False,2.0,3024.0,0.0,89.0,10.0,True,2564,1,E,S
Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,2565,2,F,P
Mars,False,TRAPPIST-1e,32.0,False,598.0,0.0,138.0,0.0,624.0,False,2565,2,E,P
Earth,False,TRAPPIST-1e,28.0,False,145.0,8.0,557.0,0.0,74.0,True,2571,1,G,P
Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,2572,2,C,S
Europa,True,55 Cancri e,56.0,True,0.0,0.0,0.0,0.0,0.0,True,2572,2,C,S
Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,2573,1,C,P
Earth,False,TRAPPIST-1e,42.0,False,10.0,303.0,12.0,0.0,478.0,False,2574,1,F,S
Earth,False,TRAPPIST-1e,18.0,False,1153.0,0.0,0.0,1409.0,195.0,False,2578,1,F,S
Earth,False,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,False,2580,1,G,S
Earth,False,TRAPPIST-1e,20.0,False,496.0,20.0,16.0,0.0,254.0,False,2581,2,E,P
Earth,False,TRAPPIST-1e,22.0,False,26.0,0.0,0.0,0.0,733.0,False,2581,2,F,P
Earth,False,TRAPPIST-1e,22.0,False,98.0,0.0,46.0,641.0,0.0,False,2582,1,G,P
Earth,,PSO J318.5-22,21.0,False,0.0,0.0,,0.0,0.0,False,2584,1,G,P
Earth,False,TRAPPIST-1e,28.0,False,4.0,166.0,743.0,0.0,0.0,True,2588,1,G,P
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,2589,5,C,P
Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,2589,5,C,P
Europa,False,TRAPPIST-1e,26.0,False,0.0,8150.0,0.0,3508.0,99.0,False,2589,5,C,P
Europa,False,TRAPPIST-1e,30.0,True,0.0,632.0,0.0,673.0,2272.0,False,2589,5,C,P
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,2589,5,C,P
Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,2590,3,G,P
Earth,False,TRAPPIST-1e,45.0,False,406.0,148.0,285.0,0.0,0.0,False,2590,3,G,P
Earth,True,PSO J318.5-22,35.0,False,0.0,0.0,0.0,0.0,0.0,True,2590,3,G,P
Earth,False,PSO J318.5-22,18.0,False,9.0,419.0,0.0,201.0,7.0,False,2591,2,F,S
Earth,False,TRAPPIST-1e,23.0,False,0.0,121.0,0.0,568.0,128.0,False,2591,2,G,S
Mars,False,TRAPPIST-1e,29.0,True,803.0,0.0,0.0,58.0,0.0,False,2592,2,D,P
Mars,False,TRAPPIST-1e,18.0,False,1102.0,9.0,2628.0,0.0,0.0,False,2592,2,D,P
Earth,False,TRAPPIST-1e,28.0,False,804.0,2.0,13.0,0.0,62.0,False,2593,1,G,P
Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,2594,1,B,S
Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2595,4,F,P
Mars,,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,2595,4,F,P
Mars,False,TRAPPIST-1e,28.0,False,938.0,61.0,0.0,53.0,4.0,False,2595,4,D,P
Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,2595,4,F,P
Mars,False,TRAPPIST-1e,20.0,False,59.0,0.0,1646.0,1657.0,0.0,False,2596,2,D,P
Mars,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,2596,2,F,P
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,2597,2,F,S
,False,55 Cancri e,31.0,False,995.0,7.0,1213.0,0.0,687.0,False,2597,2,F,S
Mars,False,TRAPPIST-1e,37.0,False,27.0,0.0,1131.0,0.0,1318.0,False,2598,1,F,P
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,2599,1,,
Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2601,1,F,P
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,False,2602,3,E,P
Mars,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2602,3,E,P
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,2602,3,E,P
Mars,True,55 Cancri e,43.0,False,0.0,0.0,0.0,0.0,0.0,True,2605,1,D,S
Earth,False,TRAPPIST-1e,,False,900.0,0.0,0.0,0.0,1.0,False,2606,2,F,P
Earth,False,TRAPPIST-1e,45.0,False,10.0,16.0,801.0,73.0,,False,2606,2,F,P
Europa,True,TRAPPIST-1e,63.0,False,0.0,0.0,0.0,0.0,0.0,True,2607,4,B,S
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,2607,4,B,S
Europa,False,55 Cancri e,35.0,False,0.0,1471.0,2.0,445.0,533.0,True,2607,4,B,S
Europa,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,2607,4,B,S
Earth,True,PSO J318.5-22,,False,0.0,0.0,0.0,0.0,0.0,True,2609,1,G,S
Earth,,TRAPPIST-1e,17.0,False,0.0,604.0,0.0,0.0,218.0,False,2616,1,F,P
Earth,False,PSO J318.5-22,32.0,False,59.0,0.0,469.0,0.0,0.0,False,2617,1,G,P
,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,2618,1,E,P
Earth,False,55 Cancri e,17.0,False,2000.0,0.0,0.0,0.0,0.0,False,2619,1,F,S
Earth,False,55 Cancri e,34.0,False,492.0,0.0,13.0,55.0,0.0,False,2622,1,F,S
Earth,False,TRAPPIST-1e,15.0,False,0.0,0.0,875.0,3.0,,False,2624,1,F,P
Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,2625,2,G,P
Earth,False,TRAPPIST-1e,22.0,False,0.0,1.0,271.0,0.0,1348.0,False,2625,2,E,P
Earth,False,TRAPPIST-1e,19.0,False,232.0,0.0,479.0,0.0,5.0,False,2626,1,F,P
Earth,False,PSO J318.5-22,40.0,,0.0,228.0,5.0,454.0,1.0,False,2627,1,F,P
Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,2628,2,A,P
Europa,False,55 Cancri e,51.0,False,0.0,6.0,0.0,2085.0,67.0,False,2628,2,A,P
Earth,False,TRAPPIST-1e,22.0,False,91.0,6.0,0.0,17.0,693.0,False,2629,1,G,P
Mars,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,2631,1,F,P
Earth,False,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,,False,2633,1,G,P
Mars,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,,True,2634,1,F,S
Mars,False,TRAPPIST-1e,18.0,False,1867.0,0.0,29.0,72.0,,True,2635,1,D,P
Earth,False,TRAPPIST-1e,22.0,False,,0.0,137.0,671.0,,False,2636,1,G,S
Earth,False,TRAPPIST-1e,26.0,False,0.0,29.0,0.0,759.0,0.0,False,2638,1,E,S
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,1051.0,False,2640,1,F,S
Earth,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,False,2641,1,G,S
,False,TRAPPIST-1e,24.0,False,0.0,0.0,17.0,0.0,793.0,False,2642,1,G,P
Earth,False,PSO J318.5-22,34.0,False,122.0,0.0,6.0,739.0,0.0,False,2643,1,F,S
Europa,False,TRAPPIST-1e,55.0,False,0.0,815.0,1558.0,3.0,1334.0,True,2645,5,C,S
Europa,False,TRAPPIST-1e,42.0,False,3.0,2174.0,0.0,10860.0,2564.0,False,2645,5,C,S
Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,2645,5,C,S
Europa,False,55 Cancri e,28.0,False,0.0,3053.0,0.0,839.0,2153.0,True,2645,5,C,S
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,2645,5,C,S
Europa,False,55 Cancri e,33.0,False,0.0,286.0,1795.0,712.0,7041.0,False,2646,1,B,P
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,636.0,68.0,False,2647,1,F,P
Earth,False,TRAPPIST-1e,23.0,False,490.0,313.0,0.0,6.0,0.0,False,2648,1,G,S
Mars,False,TRAPPIST-1e,16.0,False,46.0,0.0,1994.0,0.0,677.0,False,2649,1,D,P
Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,False,2650,1,G,P
Europa,True,55 Cancri e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,2651,1,B,S
Earth,False,TRAPPIST-1e,22.0,False,0.0,0.0,670.0,0.0,32.0,True,2652,1,F,S
Earth,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,False,2655,1,G,S
Earth,False,TRAPPIST-1e,20.0,False,0.0,27.0,1.0,686.0,1.0,False,2657,1,F,S
Earth,False,TRAPPIST-1e,21.0,,366.0,1136.0,795.0,132.0,0.0,False,2658,1,F,P
Mars,False,TRAPPIST-1e,14.0,False,,0.0,0.0,0.0,0.0,True,2659,1,E,S
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,,2.0,1215.0,False,2660,1,F,P
Earth,False,TRAPPIST-1e,19.0,False,1.0,4.0,0.0,750.0,3.0,False,2661,2,F,S
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,2661,2,G,S
Mars,False,55 Cancri e,,False,1722.0,4.0,937.0,0.0,0.0,False,2662,1,F,P
Earth,False,55 Cancri e,13.0,False,0.0,0.0,0.0,4.0,811.0,True,2663,1,F,P
Mars,True,PSO J318.5-22,71.0,False,0.0,0.0,0.0,0.0,0.0,True,2664,1,E,S
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,2666,2,E,S
Mars,False,55 Cancri e,18.0,False,1874.0,0.0,260.0,0.0,0.0,False,2666,2,E,S
Earth,False,55 Cancri e,23.0,False,29.0,34.0,1.0,2838.0,0.0,False,2668,2,F,S
Earth,False,55 Cancri e,34.0,False,0.0,382.0,0.0,87.0,236.0,False,2668,2,G,S
Earth,False,TRAPPIST-1e,20.0,False,4.0,790.0,0.0,15.0,0.0,False,2670,1,G,P
Earth,False,55 Cancri e,17.0,False,0.0,33.0,0.0,56.0,708.0,False,2671,1,F,P
Earth,False,PSO J318.5-22,21.0,False,970.0,0.0,213.0,8.0,86.0,False,2672,1,F,P
Europa,False,TRAPPIST-1e,33.0,False,0.0,1554.0,3813.0,0.0,1435.0,True,2675,1,C,S
Europa,False,55 Cancri e,34.0,False,3551.0,1284.0,1865.0,90.0,0.0,True,2676,1,B,P
Europa,False,TRAPPIST-1e,51.0,False,0.0,302.0,0.0,1367.0,669.0,False,2677,1,D,S
Earth,False,TRAPPIST-1e,21.0,False,0.0,680.0,0.0,10.0,0.0,True,2678,1,F,S
Earth,True,TRAPPIST-1e,,False,0.0,0.0,0.0,0.0,0.0,False,2679,1,G,S
Earth,False,TRAPPIST-1e,31.0,False,880.0,0.0,0.0,8.0,0.0,False,2682,1,G,P
Europa,False,TRAPPIST-1e,36.0,False,2.0,1297.0,0.0,4.0,0.0,True,2683,1,A,S
Europa,False,TRAPPIST-1e,39.0,False,0.0,7116.0,0.0,13208.0,1515.0,False,2684,1,B,P
Earth,False,TRAPPIST-1e,26.0,False,886.0,0.0,0.0,0.0,21.0,False,2685,1,G,P
Earth,False,TRAPPIST-1e,51.0,False,0.0,1347.0,0.0,43.0,0.0,True,2687,1,F,P
,False,TRAPPIST-1e,24.0,False,13.0,193.0,0.0,0.0,591.0,False,2688,1,F,P
Earth,False,55 Cancri e,27.0,False,339.0,104.0,116.0,160.0,0.0,True,2690,1,E,S
Earth,False,TRAPPIST-1e,31.0,False,0.0,243.0,1.0,559.0,0.0,False,2691,1,F,P
Earth,False,TRAPPIST-1e,24.0,False,0.0,0.0,21.0,0.0,695.0,False,2692,1,,
Europa,False,TRAPPIST-1e,57.0,False,0.0,1514.0,0.0,72.0,1393.0,False,2693,4,A,P
Europa,False,55 Cancri e,36.0,True,11.0,79.0,0.0,210.0,1895.0,False,2693,4,A,P
Europa,False,TRAPPIST-1e,55.0,False,0.0,846.0,0.0,263.0,2024.0,False,2693,4,A,P
Europa,True,55 Cancri e,,False,0.0,0.0,0.0,0.0,0.0,False,2693,4,A,P
Mars,False,TRAPPIST-1e,18.0,False,947.0,0.0,4.0,4.0,0.0,False,2695,1,E,S
Mars,False,TRAPPIST-1e,27.0,,1893.0,487.0,4.0,0.0,0.0,False,2697,1,D,S
Europa,False,TRAPPIST-1e,50.0,False,0.0,2684.0,0.0,153.0,1751.0,False,2698,1,C,P
Earth,False,TRAPPIST-1e,24.0,False,45.0,138.0,1.0,0.0,530.0,False,2700,1,F,S
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,True,2701,1,G,S
Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2702,1,G,P
Earth,False,TRAPPIST-1e,18.0,False,0.0,617.0,0.0,0.0,10.0,False,2703,1,G,S
Earth,False,TRAPPIST-1e,44.0,False,1178.0,1.0,348.0,0.0,0.0,False,2704,1,F,S
Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,2706,1,B,S
Europa,False,TRAPPIST-1e,58.0,False,1113.0,1650.0,0.0,194.0,510.0,True,2707,2,B,S
Europa,True,PSO J318.5-22,29.0,False,0.0,0.0,0.0,0.0,0.0,True,2707,2,B,S
Earth,False,PSO J318.5-22,23.0,False,3.0,548.0,37.0,0.0,12.0,True,2708,1,F,S
Mars,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,2709,4,F,S
Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,2709,4,F,S
Mars,False,,33.0,False,361.0,0.0,381.0,1622.0,0.0,False,2709,4,F,S
Mars,False,TRAPPIST-1e,12.0,,0.0,0.0,0.0,0.0,0.0,True,2709,4,F,S
Europa,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,2712,1,B,S
Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,2713,1,G,P
Earth,False,55 Cancri e,59.0,,269.0,1776.0,0.0,0.0,12.0,False,2714,1,F,P
Earth,False,TRAPPIST-1e,18.0,False,130.0,0.0,13.0,191.0,554.0,False,2717,1,G,S
Europa,True,TRAPPIST-1e,72.0,False,0.0,0.0,0.0,0.0,0.0,True,2718,1,B,S
Earth,False,PSO J318.5-22,23.0,False,171.0,2373.0,1.0,30.0,985.0,False,2720,3,G,P
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,2720,3,G,P
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,2720,3,G,P
Earth,False,PSO J318.5-22,25.0,False,21.0,746.0,55.0,0.0,4.0,False,2721,1,F,P
Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,2722,1,D,S
Europa,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,2723,2,C,S
Europa,False,TRAPPIST-1e,54.0,False,0.0,5876.0,0.0,0.0,914.0,True,2723,2,C,S
Mars,True,55 Cancri e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,2724,2,F,P
Mars,False,TRAPPIST-1e,48.0,False,1200.0,0.0,38.0,48.0,0.0,False,2724,2,F,P
Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,362.0,272.0,0.0,False,2725,1,F,P
Earth,True,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,2726,1,G,P
Earth,False,TRAPPIST-1e,32.0,False,0.0,9.0,11.0,784.0,63.0,False,2727,1,F,S
Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,2729,1,G,S
,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,2730,3,G,S
Earth,False,TRAPPIST-1e,16.0,False,0.0,1115.0,0.0,1674.0,132.0,False,2730,3,F,S
Earth,True,TRAPPIST-1e,16.0,False,0.0,,0.0,0.0,0.0,True,2730,3,G,S
Earth,True,55 Cancri e,16.0,,0.0,0.0,0.0,0.0,0.0,True,2732,2,G,S
Earth,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,False,2732,2,G,S
